# CAMB transfer functions at z = 1000, converted to the CLASS
# convention (Newtonian gauge, unit primordial curvature, theta in 1/Mpc
# with d(delta)/dtau = -theta).
# cosmology: h=0.71, Omega_b=0.044, Omega_cdm=0.226, A_s=2.1e-09, n_s=0.965, k_pivot=0.05/Mpc
# k[1/Mpc]  delta_b  delta_cdm  theta_b[1/Mpc]  theta_cdm[1/Mpc]
8.455049395561218262e-01 -6.085196137428283691e-01 -8.460665893554687500e+01 2.381793782114982605e-02 2.814988493919372559e-01
8.741633892059326172e-01 -6.151642203330993652e-01 -8.556943511962890625e+01 2.409223839640617371e-02 2.846627235412597656e-01
9.037932157516479492e-01 -6.219175457954406738e-01 -8.653375244140625000e+01 2.436693012714385986e-02 2.878317236900329590e-01
9.344274401664733887e-01 -6.288639307022094727e-01 -8.749979400634765625e+01 2.464188821613788605e-02 2.910064756870269775e-01
9.660999178886413574e-01 -6.357298493385314941e-01 -8.846775817871093750e+01 2.491732500493526459e-02 2.941878437995910645e-01
9.988459944725036621e-01 -6.422883272171020508e-01 -8.943759918212890625e+01 2.519309520721435547e-02 2.973753809928894043e-01
1.032702088356018066e+00 -6.486443877220153809e-01 -9.040904235839843750e+01 2.546923793852329254e-02 3.005680441856384277e-01
1.067705631256103516e+00 -6.553195714950561523e-01 -9.138191986083984375e+01 2.574568800628185272e-02 3.037656843662261963e-01
1.103895664215087891e+00 -6.624855399131774902e-01 -9.235646820068359375e+01 2.602250501513481140e-02 3.069691061973571777e-01
1.141312241554260254e+00 -6.697179675102233887e-01 -9.333274078369140625e+01 2.629973180592060089e-02 3.101785182952880859e-01
1.179997205734252930e+00 -6.765735149383544922e-01 -9.431049346923828125e+01 2.657727338373661041e-02 3.133926093578338623e-01
1.219993233680725098e+00 -6.832554936408996582e-01 -9.528942871093750000e+01 2.685505151748657227e-02 3.166104555130004883e-01
1.261345148086547852e+00 -6.901123523712158203e-01 -9.626979827880859375e+01 2.713315747678279877e-02 3.198332190513610840e-01
1.304098606109619141e+00 -6.969549059867858887e-01 -9.725179290771484375e+01 2.741163596510887146e-02 3.230614662170410156e-01
1.348301172256469727e+00 -7.036656737327575684e-01 -9.823521423339843750e+01 2.769043296575546265e-02 3.262943923473358154e-01
1.394001960754394531e+00 -7.106420397758483887e-01 -9.921986389160156250e+01 2.796952985227108002e-02 3.295315206050872803e-01
1.441251873970031738e+00 -7.179512381553649902e-01 -1.002058868408203125e+02 2.824897877871990204e-02 3.327734470367431641e-01
1.490103244781494141e+00 -7.250643372535705566e-01 -1.011932220458984375e+02 2.852870151400566101e-02 3.360197246074676514e-01
1.540610432624816895e+00 -7.319476604461669922e-01 -1.021816024780273438e+02 2.880865521728992462e-02 3.392692804336547852e-01
1.592829585075378418e+00 -7.388772368431091309e-01 -1.031711807250976562e+02 2.908889390528202057e-02 3.425228297710418701e-01
1.646818637847900391e+00 -7.457109689712524414e-01 -1.041620864868164062e+02 2.936944365501403809e-02 3.457807898521423340e-01
1.702637791633605957e+00 -7.526081800460815430e-01 -1.051541671752929688e+02 2.965027652680873871e-02 3.490427434444427490e-01
1.760349035263061523e+00 -7.598492503166198730e-01 -1.061474609375000000e+02 2.993142977356910706e-02 3.523088991641998291e-01
1.820016145706176758e+00 -7.670781016349792480e-01 -1.071418075561523438e+02 3.021283447742462158e-02 3.555786013603210449e-01
1.881705880165100098e+00 -7.742068171501159668e-01 -1.081371307373046875e+02 3.049446083605289459e-02 3.588514328002929688e-01
1.945486426353454590e+00 -7.812227010726928711e-01 -1.091334533691406250e+02 3.077632002532482147e-02 3.621275424957275391e-01
2.011428833007812500e+00 -7.880707383155822754e-01 -1.101308441162109375e+02 3.105843067169189453e-02 3.654071390628814697e-01
2.079606533050537109e+00 -7.951084375381469727e-01 -1.111293258666992188e+02 3.134083002805709839e-02 3.686905503273010254e-01
2.150094985961914062e+00 -8.023117780685424805e-01 -1.121288681030273438e+02 3.162350505590438843e-02 3.719775378704071045e-01
2.222972631454467773e+00 -8.096249699592590332e-01 -1.131292800903320312e+02 3.190638497471809387e-02 3.752675056457519531e-01
2.298320770263671875e+00 -8.168087005615234375e-01 -1.141305770874023438e+02 3.218948841094970703e-02 3.785603046417236328e-01
2.376222610473632812e+00 -8.237997889518737793e-01 -1.151326904296875000e+02 3.247278556227684021e-02 3.818556964397430420e-01
2.456764936447143555e+00 -8.307710886001586914e-01 -1.161357879638671875e+02 3.275632113218307495e-02 3.851543962955474854e-01
2.540037155151367188e+00 -8.379301428794860840e-01 -1.171398391723632812e+02 3.304011002182960510e-02 3.884564042091369629e-01
2.626132011413574219e+00 -8.452581167221069336e-01 -1.181447525024414062e+02 3.332412987947463989e-02 3.917613327503204346e-01
2.715145111083984375e+00 -8.525512814521789551e-01 -1.191503753662109375e+02 3.360832482576370239e-02 3.950686752796173096e-01
2.807175159454345703e+00 -8.596323132514953613e-01 -1.201567230224609375e+02 3.389268741011619568e-02 3.983781635761260986e-01
2.902324676513671875e+00 -8.666375279426574707e-01 -1.211639328002929688e+02 3.417726606130599976e-02 4.016905725002288818e-01
3.000699520111083984e+00 -8.738158345222473145e-01 -1.221720428466796875e+02 3.446209430694580078e-02 4.050061106681823730e-01
3.102408409118652344e+00 -8.811768293380737305e-01 -1.231808471679687500e+02 3.474710881710052490e-02 4.083240330219268799e-01
3.207565069198608398e+00 -8.884823918342590332e-01 -1.241903076171875000e+02 3.503228351473808289e-02 4.116441309452056885e-01
3.316285610198974609e+00 -8.955683708190917969e-01 -1.252003784179687500e+02 3.531760349869728088e-02 4.149661064147949219e-01
3.428691387176513672e+00 -9.026369452476501465e-01 -1.262112579345703125e+02 3.560313209891319275e-02 4.182907044887542725e-01
3.544907331466674805e+00 -9.099239110946655273e-01 -1.272229385375976562e+02 3.588888794183731079e-02 4.216181933879852295e-01
3.665062427520751953e+00 -9.173209667205810547e-01 -1.282351837158203125e+02 3.617479652166366577e-02 4.249475896358489990e-01
3.789290189743041992e+00 -9.245340824127197266e-01 -1.292479705810546875e+02 3.646082431077957153e-02 4.282786548137664795e-01
3.917728424072265625e+00 -9.316031336784362793e-01 -1.302613983154296875e+02 3.674702346324920654e-02 4.316117763519287109e-01
4.050520420074462891e+00 -9.388411045074462891e-01 -1.312756195068359375e+02 3.703342750668525696e-02 4.349476397037506104e-01
4.187813282012939453e+00 -9.462566971778869629e-01 -1.322903900146484375e+02 3.731999546289443970e-02 4.382854402065277100e-01
4.329759597778320312e+00 -9.535341262817382812e-01 -1.333055877685546875e+02 3.760666772723197937e-02 4.416246116161346436e-01
4.476517677307128906e+00 -9.606335163116455078e-01 -1.343214111328125000e+02 3.789349272847175598e-02 4.449656903743743896e-01
4.628249645233154297e+00 -9.678831100463867188e-01 -1.353379058837890625e+02 3.818050399422645569e-02 4.483091533184051514e-01
4.785124301910400391e+00 -9.753051996231079102e-01 -1.363548889160156250e+02 3.846765309572219849e-02 4.516542851924896240e-01
4.947316646575927734e+00 -9.825741648674011230e-01 -1.373722839355468750e+02 3.875490278005599976e-02 4.550006985664367676e-01
5.115006923675537109e+00 -9.897047877311706543e-01 -1.383902587890625000e+02 3.904230147600173950e-02 4.583490490913391113e-01
5.288380622863769531e+00 -9.970281124114990234e-01 -1.394088592529296875e+02 3.932988271117210388e-02 4.616994857788085938e-01
5.467630863189697266e+00 -1.004448413848876953e+00 -1.404278411865234375e+02 3.961756080389022827e-02 4.650512933731079102e-01
5.652956962585449219e+00 -1.011648893356323242e+00 -1.414472351074218750e+02 3.990533575415611267e-02 4.684042334556579590e-01
5.844564437866210938e+00 -1.018852591514587402e+00 -1.424671783447265625e+02 4.019326344132423401e-02 4.717592000961303711e-01
6.042666912078857422e+00 -1.026278972625732422e+00 -1.434876556396484375e+02 4.048134386539459229e-02 4.751159548759460449e-01
6.247483253479003906e+00 -1.033596515655517578e+00 -1.445083770751953125e+02 4.076948016881942749e-02 4.784734845161437988e-01
6.459242343902587891e+00 -1.040769577026367188e+00 -1.455296173095703125e+02 4.105775430798530579e-02 4.818326234817504883e-01
6.678179264068603516e+00 -1.048144459724426270e+00 -1.465513916015625000e+02 4.134618118405342102e-02 4.851936995983123779e-01
6.904536724090576172e+00 -1.055538892745971680e+00 -1.475734100341796875e+02 4.163467139005661011e-02 4.885554909706115723e-01
7.138567447662353516e+00 -1.062729001045227051e+00 -1.485958709716796875e+02 4.192326962947845459e-02 4.919187426567077637e-01
7.380529403686523438e+00 -1.070077061653137207e+00 -1.496188201904296875e+02 4.221200942993164062e-02 4.952836930751800537e-01
7.630693435668945312e+00 -1.077490806579589844e+00 -1.506420593261718750e+02 4.250083118677139282e-02 4.986495673656463623e-01
7.889336585998535156e+00 -1.084695458412170410e+00 -1.516656341552734375e+02 4.278972372412681580e-02 5.020164251327514648e-01
8.156746864318847656e+00 -1.092053771018981934e+00 -1.526896972656250000e+02 4.307876899838447571e-02 5.053851604461669922e-01
8.433219909667968750e+00 -1.099463820457458496e+00 -1.537139739990234375e+02 4.336786642670631409e-02 5.087544918060302734e-01
8.719065666198730469e+00 -1.106678843498229980e+00 -1.547386474609375000e+02 4.365706071257591248e-02 5.121250152587890625e-01
9.014598846435546875e+00 -1.114075660705566406e+00 -1.557637329101562500e+02 4.394637793302536011e-02 5.154970884323120117e-01
9.320150375366210938e+00 -1.121448755264282227e+00 -1.567890014648437500e+02 4.423574358224868774e-02 5.188697576522827148e-01
9.636057853698730469e+00 -1.128688812255859375e+00 -1.578146820068359375e+02 4.452520981431007385e-02 5.222436189651489258e-01
9.962672233581542969e+00 -1.136131286621093750e+00 -1.588406524658203125e+02 4.481476545333862305e-02 5.256187319755554199e-01
1.030035877227783203e+01 -1.143430233001708984e+00 -1.598668670654296875e+02 4.510437697172164917e-02 5.289943814277648926e-01
1.064949035644531250e+01 -1.150755047798156738e+00 -1.608934936523437500e+02 4.539410024881362915e-02 5.323715209960937500e-01
1.101045608520507812e+01 -1.158178806304931641e+00 -1.619203033447265625e+02 4.568387940526008606e-02 5.357492566108703613e-01
1.138365650177001953e+01 -1.165434241294860840e+00 -1.629474182128906250e+02 4.597372561693191528e-02 5.391279458999633789e-01
1.176950645446777344e+01 -1.172867059707641602e+00 -1.639748535156250000e+02 4.626367986202239990e-02 5.425078272819519043e-01
1.216843605041503906e+01 -1.180177807807922363e+00 -1.650024566650390625e+02 4.655366018414497375e-02 5.458881258964538574e-01
1.258088588714599609e+01 -1.187539458274841309e+00 -1.660304260253906250e+02 4.684374481439590454e-02 5.492697358131408691e-01
1.300731754302978516e+01 -1.194935083389282227e+00 -1.670585632324218750e+02 4.713387787342071533e-02 5.526518821716308594e-01
1.344820213317871094e+01 -1.202232480049133301e+00 -1.680870361328125000e+02 4.742408543825149536e-02 5.560351014137268066e-01
1.390402984619140625e+01 -1.209671378135681152e+00 -1.691156463623046875e+02 4.771433770656585693e-02 5.594188570976257324e-01
1.437530803680419922e+01 -1.216957569122314453e+00 -1.701445159912109375e+02 4.800465703010559082e-02 5.628033876419067383e-01
1.486256122589111328e+01 -1.224399328231811523e+00 -1.711736450195312500e+02 4.829504713416099548e-02 5.661888718605041504e-01
1.536632919311523438e+01 -1.231699347496032715e+00 -1.722029571533203125e+02 4.858547449111938477e-02 5.695747733116149902e-01
1.588717269897460938e+01 -1.239127755165100098e+00 -1.732325286865234375e+02 4.887598380446434021e-02 5.729616880416870117e-01
1.642567062377929688e+01 -1.246444225311279297e+00 -1.742622528076171875e+02 4.916651174426078796e-02 5.763490796089172363e-01
1.698241996765136719e+01 -1.253868818283081055e+00 -1.752922515869140625e+02 4.945712164044380188e-02 5.797374248504638672e-01
1.755804252624511719e+01 -1.261193633079528809e+00 -1.763223876953125000e+02 4.974776133894920349e-02 5.831261873245239258e-01
1.815317344665527344e+01 -1.268616914749145508e+00 -1.773527679443359375e+02 5.003846436738967896e-02 5.865158438682556152e-01
1.876847648620605469e+01 -1.275944232940673828e+00 -1.783832550048828125e+02 5.032918229699134827e-02 5.899057388305664062e-01
1.940463638305664062e+01 -1.283372879028320312e+00 -1.794140014648437500e+02 5.061997473239898682e-02 5.932964682579040527e-01
2.006235885620117188e+01 -1.290699005126953125e+00 -1.804448699951171875e+02 5.091078951954841614e-02 5.966876745223999023e-01
2.074237442016601562e+01 -1.298131108283996582e+00 -1.814759368896484375e+02 5.120165646076202393e-02 6.000795960426330566e-01
2.144544029235839844e+01 -1.305466294288635254e+00 -1.825072326660156250e+02 5.149256810545921326e-02 6.034721136093139648e-01
2.217233657836914062e+01 -1.312882661819458008e+00 -1.835386047363281250e+02 5.178349465131759644e-02 6.068650484085083008e-01
2.292386817932128906e+01 -1.320249438285827637e+00 -1.845701751708984375e+02 5.207446590065956116e-02 6.102585196495056152e-01
2.370087814331054688e+01 -1.327628612518310547e+00 -1.856018981933593750e+02 5.236547067761421204e-02 6.136525869369506836e-01
2.450422096252441406e+01 -1.335039615631103516e+00 -1.866337890625000000e+02 5.265651270747184753e-02 6.170471310615539551e-01
2.533479309082031250e+01 -1.342387437820434570e+00 -1.876657867431640625e+02 5.294757336378097534e-02 6.204420924186706543e-01
2.619352149963378906e+01 -1.349809765815734863e+00 -1.886979827880859375e+02 5.323866754770278931e-02 6.238376498222351074e-01
2.708135223388671875e+01 -1.357181787490844727e+00 -1.897303009033203125e+02 5.352977663278579712e-02 6.272336840629577637e-01
2.799927711486816406e+01 -1.364558339118957520e+00 -1.907627105712890625e+02 5.382090434432029724e-02 6.306298971176147461e-01
2.894831657409667969e+01 -1.371977567672729492e+00 -1.917952880859375000e+02 5.411206185817718506e-02 6.340268254280090332e-01
2.992952346801757812e+01 -1.379342913627624512e+00 -1.928280181884765625e+02 5.440324172377586365e-02 6.374241709709167480e-01
3.094398880004882812e+01 -1.386732101440429688e+00 -1.938608551025390625e+02 5.469442531466484070e-02 6.408218145370483398e-01
3.199283790588378906e+01 -1.394146800041198730e+00 -1.948937835693359375e+02 5.498562753200531006e-02 6.442198753356933594e-01
3.307723999023437500e+01 -1.401519775390625000e+00 -1.959268951416015625e+02 5.527684092521667480e-02 6.476185917854309082e-01
3.419839477539062500e+01 -1.408903121948242188e+00 -1.969600372314453125e+02 5.556804686784744263e-02 6.510172486305236816e-01
3.535755538940429688e+01 -1.416316986083984375e+00 -1.979933624267578125e+02 5.585928261280059814e-02 6.544166207313537598e-01
3.655599975585937500e+01 -1.423707842826843262e+00 -1.990267486572265625e+02 5.615049600601196289e-02 6.578161120414733887e-01
3.779507446289062500e+01 -1.431083440780639648e+00 -2.000603332519531250e+02 5.644173920154571533e-02 6.612163186073303223e-01
3.907614135742187500e+01 -1.438480257987976074e+00 -2.010939178466796875e+02 5.673295259475708008e-02 6.646165251731872559e-01
4.040063095092773438e+01 -1.445888519287109375e+00 -2.021276397705078125e+02 5.702416598796844482e-02 6.680171489715576172e-01
4.177001571655273438e+01 -1.453281521797180176e+00 -2.031614990234375000e+02 5.731538310647010803e-02 6.714181900024414062e-01
4.318581390380859375e+01 -1.460662841796875000e+00 -2.041954040527343750e+02 5.760656297206878662e-02 6.748195290565490723e-01
4.464960098266601562e+01 -1.468051314353942871e+00 -2.052294006347656250e+02 5.789773911237716675e-02 6.782211065292358398e-01
4.616300582885742188e+01 -1.475451588630676270e+00 -2.062635345458984375e+02 5.818889290094375610e-02 6.816230416297912598e-01
4.772770690917968750e+01 -1.482853412628173828e+00 -2.072977142333984375e+02 5.848002061247825623e-02 6.850252151489257812e-01
4.934544372558593750e+01 -1.490248918533325195e+00 -2.083320007324218750e+02 5.877111852169036865e-02 6.884278059005737305e-01
5.101800918579101562e+01 -1.497637391090393066e+00 -2.093663177490234375e+02 5.906217545270919800e-02 6.918304562568664551e-01
5.274726867675781250e+01 -1.505024075508117676e+00 -2.104007873535156250e+02 5.935320258140563965e-02 6.952334642410278320e-01
5.453514480590820312e+01 -1.512412071228027344e+00 -2.114353332519531250e+02 5.964418128132820129e-02 6.986367702484130859e-01
5.638362121582031250e+01 -1.519802212715148926e+00 -2.124699249267578125e+02 5.993511900305747986e-02 7.020403742790222168e-01
5.829475021362304688e+01 -1.527193665504455566e+00 -2.135045776367187500e+02 6.022598966956138611e-02 7.054441571235656738e-01
6.027065658569335938e+01 -1.534584999084472656e+00 -2.145393524169921875e+02 6.051679700613021851e-02 7.088481783866882324e-01
6.231353759765625000e+01 -1.541975378990173340e+00 -2.155741577148437500e+02 6.080754101276397705e-02 7.122524976730346680e-01
6.442565917968750000e+01 -1.549364209175109863e+00 -2.166090393066406250e+02 6.109820306301116943e-02 7.156569361686706543e-01
6.660937500000000000e+01 -1.556752920150756836e+00 -2.176439819335937500e+02 6.138878688216209412e-02 7.190616726875305176e-01
6.886711120605468750e+01 -1.564138531684875488e+00 -2.186790313720703125e+02 6.167928874492645264e-02 7.224667668342590332e-01
7.120137023925781250e+01 -1.571521878242492676e+00 -2.197141418457031250e+02 6.196968629956245422e-02 7.258719205856323242e-01
7.361474609375000000e+01 -1.578903079032897949e+00 -2.207492523193359375e+02 6.225996464490890503e-02 7.292771935462951660e-01
7.610992431640625000e+01 -1.586282610893249512e+00 -2.217844696044921875e+02 6.255012750625610352e-02 7.326828241348266602e-01
7.868968200683593750e+01 -1.593660354614257812e+00 -2.228197631835937500e+02 6.284017860889434814e-02 7.360885739326477051e-01
8.135688018798828125e+01 -1.601036787033081055e+00 -2.238551025390625000e+02 6.313008069992065430e-02 7.394945621490478516e-01
8.411447906494140625e+01 -1.608412265777587891e+00 -2.248904724121093750e+02 6.341981887817382812e-02 7.429006695747375488e-01
8.696555328369140625e+01 -1.615785479545593262e+00 -2.259259338378906250e+02 6.370940804481506348e-02 7.463071346282958984e-01
8.991325378417968750e+01 -1.623157024383544922e+00 -2.269613647460937500e+02 6.399878859519958496e-02 7.497134208679199219e-01
9.296087646484375000e+01 -1.630524277687072754e+00 -2.279969177246093750e+02 6.428801268339157104e-02 7.531201243400573730e-01
9.611179351806640625e+01 -1.637884974479675293e+00 -2.290324859619140625e+02 6.457700580358505249e-02 7.565268874168395996e-01
9.936951446533203125e+01 -1.645241737365722656e+00 -2.300681457519531250e+02 6.486579030752182007e-02 7.599339485168457031e-01
1.027376556396484375e+02 -1.652597904205322266e+00 -2.311038208007812500e+02 6.515432894229888916e-02 7.633411288261413574e-01
1.062199630737304688e+02 -1.659952521324157715e+00 -2.321395568847656250e+02 6.544259935617446899e-02 7.667483687400817871e-01
1.098202972412109375e+02 -1.667299628257751465e+00 -2.331753234863281250e+02 6.573058664798736572e-02 7.701557278633117676e-01
1.135426788330078125e+02 -1.674639344215393066e+00 -2.342111511230468750e+02 6.601828336715698242e-02 7.735633850097656250e-01
1.173912124633789062e+02 -1.681976914405822754e+00 -2.352469940185546875e+02 6.630562990903854370e-02 7.769709825515747070e-01
1.213702011108398438e+02 -1.689310550689697266e+00 -2.362828826904296875e+02 6.659264117479324341e-02 7.803788781166076660e-01
1.254840545654296875e+02 -1.696633458137512207e+00 -2.373188323974609375e+02 6.687926501035690308e-02 7.837868332862854004e-01
1.297373504638671875e+02 -1.703953266143798828e+00 -2.383547973632812500e+02 6.716548651456832886e-02 7.871949076652526855e-01
1.341348266601562500e+02 -1.711267113685607910e+00 -2.393908538818359375e+02 6.745128333568572998e-02 7.906032800674438477e-01
1.386813354492187500e+02 -1.718569397926330566e+00 -2.404269104003906250e+02 6.773658096790313721e-02 7.940117120742797852e-01
1.433819427490234375e+02 -1.725867867469787598e+00 -2.414629211425781250e+02 6.802136451005935669e-02 7.974197864532470703e-01
1.482418975830078125e+02 -1.733153700828552246e+00 -2.424990692138671875e+02 6.830563396215438843e-02 8.008285760879516602e-01
1.532665710449218750e+02 -1.740434169769287109e+00 -2.435352325439453125e+02 6.858929991722106934e-02 8.042371869087219238e-01
1.584615631103515625e+02 -1.747700929641723633e+00 -2.445714111328125000e+02 6.887234747409820557e-02 8.076460361480712891e-01
1.638326416015625000e+02 -1.754960298538208008e+00 -2.456076354980468750e+02 6.915470957756042480e-02 8.110549449920654297e-01
1.693857574462890625e+02 -1.762204527854919434e+00 -2.466438751220703125e+02 6.943634152412414551e-02 8.144639134407043457e-01
1.751271057128906250e+02 -1.769439101219177246e+00 -2.476801452636718750e+02 6.971720606088638306e-02 8.178730010986328125e-01
1.810630645751953125e+02 -1.776658773422241211e+00 -2.487164611816406250e+02 6.999722868204116821e-02 8.212821483612060547e-01
1.872002258300781250e+02 -1.783864378929138184e+00 -2.497528228759765625e+02 7.027635723352432251e-02 8.246915936470031738e-01
1.935453948974609375e+02 -1.791055321693420410e+00 -2.507891693115234375e+02 7.055450975894927979e-02 8.281009793281555176e-01
2.001056365966796875e+02 -1.798228502273559570e+00 -2.518255462646484375e+02 7.083162665367126465e-02 8.315103650093078613e-01
2.068882293701171875e+02 -1.805383324623107910e+00 -2.528619537353515625e+02 7.110764086246490479e-02 8.349198102951049805e-01
2.139007263183593750e+02 -1.812520146369934082e+00 -2.538983917236328125e+02 7.138244807720184326e-02 8.383293747901916504e-01
2.211509246826171875e+02 -1.819636702537536621e+00 -2.549348602294921875e+02 7.165599614381790161e-02 8.417391777038574219e-01
2.286468658447265625e+02 -1.826730728149414062e+00 -2.559713897705078125e+02 7.192817330360412598e-02 8.451489806175231934e-01
2.363968658447265625e+02 -1.833800315856933594e+00 -2.570078430175781250e+02 7.219885289669036865e-02 8.485587835311889648e-01
2.444095611572265625e+02 -1.840844869613647461e+00 -2.580444030761718750e+02 7.246796786785125732e-02 8.519686460494995117e-01
2.526938629150390625e+02 -1.847862243652343750e+00 -2.590809631347656250e+02 7.273539155721664429e-02 8.553787469863891602e-01
2.612589416503906250e+02 -1.854850530624389648e+00 -2.601175231933593750e+02 7.300098240375518799e-02 8.587887287139892578e-01
2.701143493652343750e+02 -1.861807465553283691e+00 -2.611541442871093750e+02 7.326465845108032227e-02 8.621990084648132324e-01
2.792699279785156250e+02 -1.868730783462524414e+00 -2.621907958984375000e+02 7.352623343467712402e-02 8.656092882156372070e-01
2.887357788085937500e+02 -1.875617384910583496e+00 -2.632273864746093750e+02 7.378553599119186401e-02 8.690193295478820801e-01
2.985225219726562500e+02 -1.882465720176696777e+00 -2.642640686035156250e+02 7.404246181249618530e-02 8.724297881126403809e-01
3.086409912109375000e+02 -1.889272689819335938e+00 -2.653007202148437500e+02 7.429682463407516479e-02 8.758400678634643555e-01
3.191023864746093750e+02 -1.896034717559814453e+00 -2.663374023437500000e+02 7.454841583967208862e-02 8.792505264282226562e-01
3.299183959960937500e+02 -1.902749180793762207e+00 -2.673740844726562500e+02 7.479704171419143677e-02 8.826609849929809570e-01
3.411010437011718750e+02 -1.909412741661071777e+00 -2.684108581542968750e+02 7.504253089427947998e-02 8.860715627670288086e-01
3.526626892089843750e+02 -1.916020870208740234e+00 -2.694475708007812500e+02 7.528459280729293823e-02 8.894820809364318848e-01
3.646162414550781250e+02 -1.922570705413818359e+00 -2.704843750000000000e+02 7.552303373813629150e-02 8.928927779197692871e-01
3.769749450683593750e+02 -1.929057359695434570e+00 -2.715211181640625000e+02 7.575757801532745361e-02 8.963034749031066895e-01
3.897525329589843750e+02 -1.935475945472717285e+00 -2.725578918457031250e+02 7.598794251680374146e-02 8.997140526771545410e-01
4.029632568359375000e+02 -1.941823124885559082e+00 -2.735947265625000000e+02 7.621385157108306885e-02 9.031249880790710449e-01
4.166217346191406250e+02 -1.948092103004455566e+00 -2.746315612792968750e+02 7.643494755029678345e-02 9.065358042716979980e-01
4.307431640625000000e+02 -1.954278230667114258e+00 -2.756683349609375000e+02 7.665093988180160522e-02 9.099465608596801758e-01
4.453432922363281250e+02 -1.960375785827636719e+00 -2.767052307128906250e+02 7.686145603656768799e-02 9.133576154708862305e-01
4.604382324218750000e+02 -1.966377735137939453e+00 -2.777420349121093750e+02 7.706607133150100708e-02 9.167684316635131836e-01
4.760448303222656250e+02 -1.972277998924255371e+00 -2.787789306640625000e+02 7.726440578699111938e-02 9.201794266700744629e-01
4.921804504394531250e+02 -1.978068828582763672e+00 -2.798158264160156250e+02 7.745603471994400024e-02 9.235904812812805176e-01
5.088629150390625000e+02 -1.983742713928222656e+00 -2.808526916503906250e+02 7.764043658971786499e-02 9.270012974739074707e-01
5.261109008789062500e+02 -1.989291906356811523e+00 -2.818895874023437500e+02 7.781716436147689819e-02 9.304124712944030762e-01
5.439434814453125000e+02 -1.994706511497497559e+00 -2.829264831542968750e+02 7.798564434051513672e-02 9.338234663009643555e-01
5.623804931640625000e+02 -1.999978542327880859e+00 -2.839634094238281250e+02 7.814533263444900513e-02 9.372345805168151855e-01
5.814425048828125000e+02 -2.005097389221191406e+00 -2.850003967285156250e+02 7.829562574625015259e-02 9.406459927558898926e-01
6.011505126953125000e+02 -2.010051727294921875e+00 -2.860372924804687500e+02 7.843583077192306519e-02 9.440569281578063965e-01
6.215266113281250000e+02 -2.014831304550170898e+00 -2.870743103027343750e+02 7.856532931327819824e-02 9.474682807922363281e-01
6.425933227539062500e+02 -2.019423246383666992e+00 -2.881112365722656250e+02 7.868332415819168091e-02 9.508794546127319336e-01
6.643740844726562500e+02 -2.023814678192138672e+00 -2.891482238769531250e+02 7.878907769918441772e-02 9.542906880378723145e-01
6.868931274414062500e+02 -2.027992486953735352e+00 -2.901852111816406250e+02 7.888174802064895630e-02 9.577019810676574707e-01
7.101754150390625000e+02 -2.031940937042236328e+00 -2.912221679687500000e+02 7.896045595407485962e-02 9.611130952835083008e-01
7.342469482421875000e+02 -2.035646438598632812e+00 -2.922592468261718750e+02 7.902429252862930298e-02 9.645243883132934570e-01
7.591342773437500000e+02 -2.039090156555175781e+00 -2.932962036132812500e+02 7.907222956418991089e-02 9.679356813430786133e-01
7.848652954101562500e+02 -2.042256116867065430e+00 -2.943332824707031250e+02 7.910326868295669556e-02 9.713471531867980957e-01
8.114683227539062500e+02 -2.045124292373657227e+00 -2.953702087402343750e+02 7.911624759435653687e-02 9.747582674026489258e-01
8.389731445312500000e+02 -2.047676324844360352e+00 -2.964072875976562500e+02 7.911004126071929932e-02 9.781695604324340820e-01
8.674102172851562500e+02 -2.049890518188476562e+00 -2.974443359375000000e+02 7.908340543508529663e-02 9.815808534622192383e-01
8.968111572265625000e+02 -2.051744937896728516e+00 -2.984813232421875000e+02 7.903500646352767944e-02 9.849920272827148438e-01
9.272087402343750000e+02 -2.053215503692626953e+00 -2.995184631347656250e+02 7.896353304386138916e-02 9.884034991264343262e-01
9.586365356445312500e+02 -2.054277896881103516e+00 -3.005554809570312500e+02 7.886747270822525024e-02 9.918146729469299316e-01
9.911296386718750000e+02 -2.054905891418457031e+00 -3.015924987792968750e+02 7.874534279108047485e-02 9.952260255813598633e-01
1.024724121093750000e+03 -2.055072307586669922e+00 -3.026296081542968750e+02 7.859554886817932129e-02 9.986373186111450195e-01
1.059457275390625000e+03 -2.054746866226196289e+00 -3.036667175292968750e+02 7.841642946004867554e-02 1.002048611640930176e+00
1.095367675781250000e+03 -2.053899288177490234e+00 -3.047037963867187500e+02 7.820621132850646973e-02 1.005459785461425781e+00
1.132495239257812500e+03 -2.052497386932373047e+00 -3.057408447265625000e+02 7.796310633420944214e-02 1.008870959281921387e+00
1.170881347656250000e+03 -2.050507783889770508e+00 -3.067779541015625000e+02 7.768522202968597412e-02 1.012282252311706543e+00
1.210568481445312500e+03 -2.047894954681396484e+00 -3.078150329589843750e+02 7.737059146165847778e-02 1.015693426132202148e+00
1.251600952148437500e+03 -2.044622421264648438e+00 -3.088522033691406250e+02 7.701721787452697754e-02 1.019104838371276855e+00
1.294024047851562500e+03 -2.040649890899658203e+00 -3.098892517089843750e+02 7.662295550107955933e-02 1.022515773773193359e+00
1.337885131835937500e+03 -2.035939455032348633e+00 -3.109263610839843750e+02 7.618568092584609985e-02 1.025926947593688965e+00
