  0.986139E-05  0.117624E+06  0.117624E+06  0.156832E+06  0.156832E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.714258E+00
  0.108887E-04  0.117624E+06  0.117624E+06  0.156832E+06  0.156832E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.788666E+00
  0.120230E-04  0.117624E+06  0.117624E+06  0.156832E+06  0.156832E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.870826E+00
  0.132755E-04  0.117624E+06  0.117624E+06  0.156832E+06  0.156832E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.961544E+00
  0.146585E-04  0.117624E+06  0.117624E+06  0.156832E+06  0.156831E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.106171E+01
  0.161856E-04  0.117624E+06  0.117624E+06  0.156831E+06  0.156831E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.117232E+01
  0.178717E-04  0.117624E+06  0.117624E+06  0.156831E+06  0.156831E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.129444E+01
  0.197335E-04  0.117624E+06  0.117624E+06  0.156831E+06  0.156831E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.142929E+01
  0.217893E-04  0.117624E+06  0.117624E+06  0.156831E+06  0.156831E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607086E+00  0.117270E+06  0.117270E+06  0.157819E+01
  0.240592E-04  0.117624E+06  0.117624E+06  0.156831E+06  0.156830E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607085E+00  0.117270E+06  0.117270E+06  0.174260E+01
  0.265655E-04  0.117624E+06  0.117624E+06  0.156830E+06  0.156830E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607085E+00  0.117270E+06  0.117270E+06  0.192413E+01
  0.293330E-04  0.117624E+06  0.117624E+06  0.156830E+06  0.156829E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127314E+06 -0.607085E+00  0.117270E+06  0.117270E+06  0.212458E+01
  0.323888E-04  0.117624E+06  0.117624E+06  0.156829E+06  0.156828E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127313E+06 -0.607085E+00  0.117270E+06  0.117270E+06  0.234591E+01
  0.357629E-04  0.117624E+06  0.117624E+06  0.156829E+06  0.156828E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127313E+06 -0.607084E+00  0.117270E+06  0.117270E+06  0.259030E+01
  0.394885E-04  0.117624E+06  0.117624E+06  0.156828E+06  0.156827E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127313E+06 -0.607084E+00  0.117270E+06  0.117270E+06  0.286014E+01
  0.436023E-04  0.117624E+06  0.117624E+06  0.156827E+06  0.156825E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127313E+06 -0.607083E+00  0.117270E+06  0.117270E+06  0.315809E+01
  0.481446E-04  0.117624E+06  0.117624E+06  0.156826E+06  0.156824E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127313E+06 -0.607082E+00  0.117270E+06  0.117270E+06  0.348709E+01
  0.531600E-04  0.117624E+06  0.117623E+06  0.156824E+06  0.156822E+06  0.000000E+00  0.117624E+06  0.117624E+06  0.127313E+06 -0.607081E+00  0.117270E+06  0.117270E+06  0.385035E+01
  0.586980E-04  0.117623E+06  0.117623E+06  0.156822E+06  0.156820E+06  0.000000E+00  0.117623E+06  0.117623E+06  0.127313E+06 -0.607080E+00  0.117269E+06  0.117269E+06  0.425146E+01
  0.648129E-04  0.117623E+06  0.117623E+06  0.156820E+06  0.156817E+06  0.000000E+00  0.117623E+06  0.117623E+06  0.127312E+06 -0.607078E+00  0.117269E+06  0.117269E+06  0.469435E+01
  0.715648E-04  0.117623E+06  0.117623E+06  0.156817E+06  0.156814E+06  0.000000E+00  0.117623E+06  0.117623E+06  0.127312E+06 -0.607077E+00  0.117269E+06  0.117269E+06  0.518337E+01
  0.790201E-04  0.117623E+06  0.117622E+06  0.156814E+06  0.156810E+06  0.000000E+00  0.117623E+06  0.117623E+06  0.127311E+06 -0.607074E+00  0.117269E+06  0.117269E+06  0.572334E+01
  0.872521E-04  0.117623E+06  0.117622E+06  0.156810E+06  0.156805E+06  0.000000E+00  0.117623E+06  0.117623E+06  0.127311E+06 -0.607072E+00  0.117269E+06  0.117268E+06  0.631956E+01
  0.963416E-04  0.117622E+06  0.117622E+06  0.156805E+06  0.156799E+06  0.000000E+00  0.117622E+06  0.117622E+06  0.127310E+06 -0.607069E+00  0.117268E+06  0.117268E+06  0.697788E+01
  0.106378E-03  0.117622E+06  0.117621E+06  0.156800E+06  0.156792E+06  0.000000E+00  0.117622E+06  0.117622E+06  0.127309E+06 -0.607065E+00  0.117268E+06  0.117268E+06  0.770477E+01
  0.117460E-03  0.117621E+06  0.117620E+06  0.156792E+06  0.156783E+06  0.000000E+00  0.117621E+06  0.117621E+06  0.127308E+06 -0.607060E+00  0.117267E+06  0.117267E+06  0.850738E+01
  0.129696E-03  0.117621E+06  0.117620E+06  0.156784E+06  0.156773E+06  0.000000E+00  0.117621E+06  0.117621E+06  0.127307E+06 -0.607054E+00  0.117267E+06  0.117266E+06  0.939359E+01
  0.143208E-03  0.117620E+06  0.117619E+06  0.156773E+06  0.156760E+06  0.000000E+00  0.117620E+06  0.117620E+06  0.127306E+06 -0.607047E+00  0.117266E+06  0.117265E+06  0.103721E+02
  0.158126E-03  0.117619E+06  0.117617E+06  0.156760E+06  0.156744E+06  0.000000E+00  0.117619E+06  0.117619E+06  0.127304E+06 -0.607038E+00  0.117265E+06  0.117264E+06  0.114525E+02
  0.174599E-03  0.117618E+06  0.117616E+06  0.156744E+06  0.156724E+06  0.000000E+00  0.117618E+06  0.117618E+06  0.127302E+06 -0.607027E+00  0.117264E+06  0.117263E+06  0.126455E+02
  0.192788E-03  0.117617E+06  0.117614E+06  0.156725E+06  0.156701E+06  0.000000E+00  0.117617E+06  0.117617E+06  0.127299E+06 -0.607014E+00  0.117263E+06  0.117262E+06  0.139626E+02
  0.212872E-03  0.117615E+06  0.117612E+06  0.156701E+06  0.156672E+06  0.000000E+00  0.117615E+06  0.117615E+06  0.127296E+06 -0.606998E+00  0.117261E+06  0.117260E+06  0.154170E+02
  0.235048E-03  0.117613E+06  0.117609E+06  0.156673E+06  0.156637E+06  0.000000E+00  0.117613E+06  0.117613E+06  0.127292E+06 -0.606979E+00  0.117259E+06  0.117258E+06  0.170227E+02
  0.259534E-03  0.117611E+06  0.117606E+06  0.156638E+06  0.156594E+06  0.000000E+00  0.117610E+06  0.117610E+06  0.127287E+06 -0.606955E+00  0.117257E+06  0.117255E+06  0.187956E+02
  0.286571E-03  0.117608E+06  0.117602E+06  0.156595E+06  0.156542E+06  0.000000E+00  0.117607E+06  0.117607E+06  0.127281E+06 -0.606927E+00  0.117254E+06  0.117251E+06  0.207531E+02
  0.316425E-03  0.117605E+06  0.117597E+06  0.156543E+06  0.156478E+06  0.000000E+00  0.117604E+06  0.117604E+06  0.127274E+06 -0.606892E+00  0.117250E+06  0.117247E+06  0.229143E+02
  0.349389E-03  0.117601E+06  0.117592E+06  0.156480E+06  0.156400E+06  0.000000E+00  0.117599E+06  0.117599E+06  0.127265E+06 -0.606849E+00  0.117246E+06  0.117242E+06  0.253004E+02
  0.385786E-03  0.117595E+06  0.117584E+06  0.156403E+06  0.156306E+06  0.000000E+00  0.117594E+06  0.117594E+06  0.127254E+06 -0.606797E+00  0.117240E+06  0.117236E+06  0.279346E+02
  0.425976E-03  0.117589E+06  0.117576E+06  0.156309E+06  0.156191E+06  0.000000E+00  0.117587E+06  0.117587E+06  0.127241E+06 -0.606733E+00  0.117234E+06  0.117229E+06  0.308429E+02
  0.470352E-03  0.117581E+06  0.117565E+06  0.156194E+06  0.156050E+06  0.000000E+00  0.117579E+06  0.117579E+06  0.127225E+06 -0.606656E+00  0.117226E+06  0.117219E+06  0.340534E+02
  0.519351E-03  0.117572E+06  0.117552E+06  0.156055E+06  0.155880E+06  0.000000E+00  0.117569E+06  0.117569E+06  0.127206E+06 -0.606562E+00  0.117216E+06  0.117208E+06  0.375975E+02
