    0.52658E-05    0.24496E+02
    0.53487E-05    0.24870E+02
    0.54330E-05    0.25249E+02
    0.55185E-05    0.25634E+02
    0.56054E-05    0.26025E+02
    0.56937E-05    0.26422E+02
    0.57833E-05    0.26826E+02
    0.58744E-05    0.27235E+02
    0.59669E-05    0.27650E+02
    0.60609E-05    0.28072E+02
    0.61563E-05    0.28500E+02
    0.62533E-05    0.28935E+02
    0.63518E-05    0.29377E+02
    0.64518E-05    0.29825E+02
    0.65534E-05    0.30280E+02
    0.66566E-05    0.30742E+02
    0.67614E-05    0.31211E+02
    0.68679E-05    0.31687E+02
    0.69761E-05    0.32170E+02
    0.70859E-05    0.32661E+02
    0.71975E-05    0.33159E+02
    0.73108E-05    0.33665E+02
    0.74260E-05    0.34179E+02
    0.75429E-05    0.34700E+02
    0.76617E-05    0.35230E+02
    0.77823E-05    0.35767E+02
    0.79049E-05    0.36313E+02
    0.80294E-05    0.36867E+02
    0.81558E-05    0.37429E+02
    0.82843E-05    0.38000E+02
    0.84147E-05    0.38580E+02
    0.85472E-05    0.39168E+02
    0.86818E-05    0.39766E+02
    0.88186E-05    0.40373E+02
    0.89574E-05    0.40988E+02
    0.90985E-05    0.41614E+02
    0.92418E-05    0.42249E+02
    0.93873E-05    0.42893E+02
    0.95351E-05    0.43548E+02
    0.96853E-05    0.44212E+02
    0.98378E-05    0.44886E+02
    0.99927E-05    0.45571E+02
    0.10150E-04    0.46266E+02
    0.10310E-04    0.46972E+02
    0.10472E-04    0.47689E+02
    0.10637E-04    0.48416E+02
    0.10805E-04    0.49155E+02
    0.10975E-04    0.49905E+02
    0.11148E-04    0.50666E+02
    0.11323E-04    0.51439E+02
    0.11502E-04    0.52224E+02
    0.11683E-04    0.53021E+02
    0.11867E-04    0.53829E+02
    0.12054E-04    0.54651E+02
    0.12243E-04    0.55484E+02
    0.12436E-04    0.56331E+02
    0.12632E-04    0.57190E+02
    0.12831E-04    0.58063E+02
    0.13033E-04    0.58949E+02
    0.13238E-04    0.59848E+02
    0.13447E-04    0.60761E+02
    0.13658E-04    0.61688E+02
    0.13874E-04    0.62629E+02
    0.14092E-04    0.63584E+02
    0.14314E-04    0.64554E+02
    0.14539E-04    0.65539E+02
    0.14768E-04    0.66539E+02
    0.15001E-04    0.67554E+02
