  0.526580E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.420499E+00
  0.534872E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.427121E+00
  0.543295E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.433847E+00
  0.551851E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.440679E+00
  0.560541E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.447619E+00
  0.569369E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.454668E+00
  0.578335E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.461828E+00
  0.587442E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.469101E+00
  0.596693E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.476488E+00
  0.606090E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.483991E+00
  0.615634E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.491613E+00
  0.625329E-05  0.888045E+05  0.888045E+05  0.118406E+06  0.118406E+06  0.000000E+00  0.888045E+05  0.888045E+05  0.975915E+05 -0.607626E+00  0.887245E+05  0.887245E+05  0.499355E+00
